shipid,cargid ,convid,convType,EntryMonth,EntryDay,fromport,NotePort,fromportJP,province,cargtype,cargqual,cargqualJP,cargquant,UoM,NoteCarg,Taxid,taxAmountKanmon,taxPayMonth,taxPayDay,NoteSekiryo,LaissezPasser1,Volume concerné1,LaissezPasser2,Volume concerné2,LaissezPasser3,Volume concerné3,LaissezPasser4,Volume concerné4,LaissezPasser5,Volume concerné5,Libellé,Note laissez-passer,capid,capname,capnameJP,NoteCap,agentid,agentname,agentnameJP,agentNote,Latitude,Longitude,note
617,861,110,C_1,6,28,Hyōgo,,兵庫（地下）,Settsu,cereals,ble;froment,小麦,7,koku,,545,0.150 ,6,28,,null,null,null,null,null,null,null,null,null,null,null,,94,Jirotaro2,次郎太郎,,0,Aucun,null,,34.669639,135.174528,
618,862,111,C_1,6,29,Hyōgo,,兵庫（地下）,Settsu,cereals,ble;froment,小麦,10,koku,,546,0.210 ,7,5,,null,null,null,null,null,null,null,null,null,null,null,,133,Kotaro,小太郎,嶋上,0,Aucun,null,,34.669639,135.174528,
618,863,111,C_1,6,29,Hyōgo,,兵庫（地下）,Settsu,cereals,orge,大麦,2,koku,,546,0.210 ,7,5,,null,null,null,null,null,null,null,null,null,null,null,,133,Kotaro,小太郎,嶋上,0,Aucun,null,,34.669639,135.174528,
619,864,111,C_1,6,29,Hyōgo,,兵庫（地下）,Settsu,wood/construction materials,bois brut,榑・クレ,110,kokume,,547,0.530 ,8,14,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,生子屋,0,Aucun,null,,34.669639,135.174528,
619,865,111,C_1,6,29,Hyōgo,,兵庫（地下）,Settsu,algae,arame,荒布・アラメ,70,kokume,,547,0.530 ,8,14,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,生子屋,0,Aucun,null,,34.669639,135.174528,
620,866,112,B_2,6,29,Ushimado,,牛窓,Bizen,cereals,ble;froment,小麦,40,koku,五斗俵,548,1.070 ,7,6,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,介,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
620,867,112,B_2,6,29,Ushimado,,牛窓,Bizen,cereals,orge,大麦,30,koku,五斗俵,548,1.070 ,7,6,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,介,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
620,868,112,B_2,6,29,Ushimado,,牛窓,Bizen,salt,Kojima,小嶋・小シマ,100,koku,,548,1.070 ,7,6,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,介,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
621,869,112,B_2,6,29,Ushimado,,牛窓,Bizen,cereals,orge,大麦,20,koku,五斗俵,549,0.850 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,道見,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
621,870,112,B_2,6,29,Ushimado,,牛窓,Bizen,cereals,ble;froment,小麦,40,koku,五斗俵,549,0.850 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,道見,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
621,871,112,B_2,6,29,Ushimado,,牛窓,Bizen,salt,Kojima,小嶋・小シマ,60,koku,,549,0.850 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,道見,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
622,872,113,B_3,6,29,Kaifu,,海部,Awa,wood/construction materials,bois brut,榑・クレ,150,kokume,,550,0.445 ,7,5,,null,null,null,null,null,null,null,null,null,null,null,,264,Sukebei2,介兵衛,,TOI25,Jirozaburo1,二郎三郎,,33.59425,134.355417,
623,873,113,B_3,6,29,Kaifu,,海部,Awa,wood/construction materials,bois brut,榑・クレ,180,kokume,,551,0.530 ,7,13,,null,null,null,null,null,null,null,null,null,null,null,,250,Shirozaemon,四郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,33.59425,134.355417,
624,874,113,B_3,6,29,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,80,kokume,,552,0.260 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,198,Saburojiro1,三郎二郎,由良口,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
625,875,,?,6,29,Aboshi,,網干・アホシ,Harima,fishery,anchois,小鰯・小イハシ,10,da,,553,0.150 ,7,25,,null,null,null,null,null,null,null,null,null,null,null,,139,Kurojiro,九郎二郎,大夫三郎衛門枝舩,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
626,876,114,B,6,30,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,13,koku,,554,0.250 ,7,5,,null,null,null,null,null,null,null,null,null,null,null,,151,Magoroku,孫六,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
626,877,114,B,6,30,Aboshi,,網干・アホシ,Harima,fishery,anchois,小鰯・小イハシ,15,da,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,151,Magoroku,孫六,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
627,878,114,B,6,30,Aboshi,,網干・アホシ,Harima,cereals,orge,大麦,15,koku,,555,0.560 ,7,25,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
627,879,114,B,6,30,Aboshi,,網干・アホシ,Harima,cereals,ble;froment,小麦,30,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
628,880,114,B,6,30,Aboshi,,網干・アホシ,Harima,cereals,orge,大麦,15,koku,,556,0.560 ,7,25,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
628,881,114,B,6,30,Aboshi,,網干・アホシ,Harima,cereals,ble;froment,小麦,30,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
629,880,114,B,6,30,Aboshi,,網干・アホシ,Harima,cereals,ble;froment,小麦,3,koku,,557,0.200 ,7,25,,null,null,null,null,null,null,null,null,null,null,null,,201,Saburoshiro,三郎四郎,西,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
629,881,114,B,6,30,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,35,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,201,Saburoshiro,三郎四郎,西,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
630,882,115,B,6,30,Ushimado,,牛窓,Bizen,cereals,ble;froment,小麦,45,koku,五斗ヘウ,558,0.700 ,7,7,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,宮内,TOI12,Emonkuro,衛門九郎,エモン,34.61775,134.15775,
630,883,115,B,6,30,Ushimado,,牛窓,Bizen,cereals,orge,大麦,10,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,宮内,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
630,884,115,B,6,30,Ushimado,,牛窓,Bizen,salt,Shima,嶋,20,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,宮内,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
631,885,115,B,6,30,Ushimado,,牛窓,Bizen,cereals,orge,大麦,70,koku,,559,1.500 ,7,8,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,惣一,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
631,886,115,B,6,30,Ushimado,,牛窓,Bizen,cereals,ble;froment,小麦,70,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,惣一,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
632,887,116,B,6,30,Tomo,,鞆,Bingo,cereals,orge,大麦,60,koku,四斗俵,560,1.000 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,296,Tayuzaburo,大夫三郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,Tayuzaburo est à la fois capitaine et agent
632,888,116,B,6,30,Tomo,,鞆,Bingo,cereals,ble;froment,小麦,50,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,296,Tayuzaburo,大夫三郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,Tayuzaburo est à la fois capitaine et agent
632,889,116,B,6,30,Tomo,,鞆,Bingo,rice,riz,米・コメ,10,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,296,Tayuzaburo,大夫三郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,Tayuzaburo est à la fois capitaine et agent
633,890,116,B,6,30,Tomo,,鞆,Bingo,cereals,orge,大麦,15,koku,,561,0.700 ,14,9,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,石井,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
633,891,116,B,6,30,Tomo,,鞆,Bingo,cereals,ble;froment,小麦,15,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,石井,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
633,892,116,B,6,30,Tomo,,鞆,Bingo,salt,Bingo,備後,50,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,石井,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
634,893,116,B,6,30,Tomo,,鞆,Bingo,salt,Bingo,備後,170,koku,,562,1.000 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
635,894,117,B_2,6,30,Onomichi,,尾道,Bingo,salt,Bingo,備後,180,koku,,563,1.000 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,143,Kurozaemon,九郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,34.4105,133.20275,
636,895,117,B_2,6,30,Onomichi,,尾道,Bingo,salt,Bingo,備後,20,koku,,564,0.220 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,143,Kurozaemon,九郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,34.4105,133.20275,
636,896,117,B_2,6,30,Onomichi,,尾道,Bingo,oilseeds,goma (sésame?),コマ・胡麻,3,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,143,Kurozaemon,九郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,34.4105,133.20275,
637,897,,null,6,30,Onomichi,,尾道,Bingo,wood/construction materials,pins,松,20,kokume,,565,0.100 ,7,8,,null,null,null,null,null,null,null,null,null,null,null,,37,Goroshiro,五郎四郎,土室,TOI35,Magotaro,孫太郎,,34.4105,133.20275,
638,898,,null,6,30,Mitsunoshō,,三庄,Bingo,salt,Bingo,備後,250,koku,,566,1.400 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,153,Magotaro,孫太郎,,TOI4,Dokan,道観,,34.296306,133.194,
639,899,,null,6,30,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,26,koku,,100 000,0.000 ,0,0,,Rokujō Wakamiya Hachimangū ,null,null,null,null,null,null,null,null,null,六条八幡過書物,,101,Josen1,浄仙,,0,Aucun,null,,34.669639,135.174528,
639,900,,null,6,30,Hyōgo,,兵庫（地下）,Settsu,cereals,orge,大麦,5,koku,,100 000,0.000 ,0,0,,Rokujō Wakamiya Hachimangū ,null,null,null,null,null,null,null,null,null,六条八幡過書物,,101,Josen1,浄仙,,0,Aucun,null,,34.669639,135.174528,
639,901,,null,6,30,Hyōgo,,兵庫（地下）,Settsu,household/furniture/utensils,objets divers,雑具等,,,,100 000,0.000 ,0,0,,Rokujō Wakamiya Hachimangū ,null,null,null,null,null,null,null,null,null,六条八幡過書物,,101,Josen1,浄仙,,0,Aucun,null,,34.669639,135.174528,
640,902,,null,6,30,Tsurajima,,連嶋,Bitchū,rice,riz,米・コメ,3,koku,五斗ヘウ,567,0.120 ,6,30,,null,null,null,null,null,null,null,null,null,null,null,,105,Juroshiro,十郎四郎,,TOI8,Doyu,道祐,,34.547,133.732694,
640,903,,null,6,30,Tsurajima,,連嶋,Bitchū,cereals,orge,大麦,4,koku,,,,,,,null,null,null,null,null,null,null,null,null,null,null,,105,Juroshiro,十郎四郎,,TOI8,Doyu,道祐,,34.547,133.732694,
641,904,,null,6,30,Tajima,,田嶋,Bingo,salt,shio,シヨ・塩・シヲ・シホ,27,koku,,200 000 ,,,,,null,null,null,null,null,null,null,null,null,null,null,,235,Shikibu,式部,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.366167,133.303528,
642,905,118,B_1,6,30,Matsue,,松江,Harima,salt,Mihara,三原・三ハら,55,koku,,568,0.185 ,7,12,,null,null,null,null,null,null,null,null,null,null,null,,65,Hyoejiro1,兵衛二郎,,TOI30,Kiya,木屋・木や,,34.653583,134.959111,
643,906,118,B_1,6,30,Murotsu,,室津,Awaji,salt,Mihara,三原・三ハら,70,koku,,569,0.250 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,15,Emonjiro,衛門二郎,,TOI30,Kiya,木屋・木や,,34.520694,134.87875,
644,907,118,B_1,6,30,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,55,koku,,570,0.180 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,38,Gorotaro,五郎太郎,,TOI30,Kiya,木屋・木や,百四十九,34.397739,133.078049,
645,908,119,B,7,1,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,45,koku,,571,0.170 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,157,Matagoro,又五郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
646,909,119,B,7,1,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,80,koku,,572,0.260 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,193,Saburo,三郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
647,910,119,B,7,1,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,55,koku,,573,0.190 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
648,911,119,B,7,1,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,85,koku,,574,0.270 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
649,912,119,B,7,1,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,40,koku,,575,0.155 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,292,Tayujiro1,大夫二郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
650,913,,null,7,1,Shishikui,,宍唯・宍咋,Awa,wood/construction materials,bois brut,榑・クレ,30,kokume,,576,0.400 ,7,2,,null,null,null,null,null,null,null,null,null,null,null,,117,Katabeshiro,形部四郎,,TOI30,Kiya,木屋・木や,,33.567444,134.304861,
651,914,,null,7,1,Kaifu,,海部,Awa,wood/construction materials,bois brut,榑・クレ,150,kokume,,577,0.430 ,7,18,,null,null,null,null,null,null,null,null,null,null,null,,213,Saemonzaburo,左衛門三郎,,TOI25,Jirozaburo1,二郎三郎,,33.59425,134.355417,
652,915,,null,7,1,Hakata,,はか田・葉賀田,Iyo,salt,Bingo,備後,180,koku,,578,1.020 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,84,Jirobei,二郎兵衛,,TOI8,Doyu,道祐,,34.207333,133.092417,
653,916,,null,7,2,Itsu,,伊津,Harima,cereals,ble;froment,小麦,10,koku,,579,0.245 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,,TOI12,Emonkuro,衛門九郎,,34.78225,134.53475,
653,917,,null,7,2,Itsu,,伊津,Harima,salt,Aga,あか・アカ・阿賀,25,koku,,579,0.245 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,,TOI12,Emonkuro,衛門九郎,,34.78225,134.53475,
654,918,120,C_1,7,2,Hyōgo,,兵庫（地下）,Settsu,salt,Aga,あか・アカ・阿賀,25,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,279,Taroemon,太郎衛門,枝舟,0,Aucun,null,,34.669639,135.174528,
655,919,120,C_1,7,2,Hyōgo,,兵庫（地下）,Settsu,salt,Ako,あかう塩,35,koku,,580,0.160 ,8,21,,null,null,null,null,null,null,null,null,null,null,null,,8,Dokan,道観,嶋本,0,Aucun,null,,34.669639,135.174528,
656,920,121,B_3,7,2,Tosadomari,,土佐泊,Awa,tinctorial plants and wood/dyeing materials,indigo d’Extrême-Orient,藍・アヰ,4,koku,,581,0.270 ,7,4,,null,null,null,null,null,null,null,null,null,null,null,,73,Hyoezaemon,兵衛左衛門,,TOI30,Kiya,木屋・木や,,34.190806,134.620861,
656,921,121,B_3,7,2,Tosadomari,,土佐泊,Awa,cereals,orge,大麦,15,koku,サヌキ斗,581,0.270 ,7,4,,null,null,null,null,null,null,null,null,null,null,null,,73,Hyoezaemon,兵衛左衛門,,TOI30,Kiya,木屋・木や,,34.190806,134.620861,
656,922,121,B_3,7,2,Tosadomari,,土佐泊,Awa,cereals,ble;froment,小麦,10,koku,サヌキ斗,581,0.270 ,7,4,,null,null,null,null,null,null,null,null,null,null,null,,73,Hyoezaemon,兵衛左衛門,,TOI30,Kiya,木屋・木や,,34.190806,134.620861,
657,923,121,B_3,7,2,Utatsu,,宇田津・宇多津,Sanuki,cereals,orge,大麦,10,koku,,582,0.460 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,280,Tarogoro,太郎五郎,西,TOI20,Hotoku,法徳,,34.308389,133.825722,
657,924,121,B_3,7,2,Utatsu,,宇田津・宇多津,Sanuki,salt,Kojima,小嶋・小シマ,100,koku,,582,0.460 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,280,Tarogoro,太郎五郎,,TOI20,Hotoku,法徳,,34.308389,133.825722,
658,925,121,B_3,7,2,Utatsu,,宇田津・宇多津,Sanuki,cereals,orge,大麦,50,koku,,583,1.300 ,7,14,,null,null,null,null,null,null,null,null,null,null,null,,124,Kijiro,紀二郎,,TOI20,Hotoku,法徳,,34.308389,133.825722,
658,926,121,B_3,7,2,Utatsu,,宇田津・宇多津,Sanuki,cereals,ble;froment,小麦,50,koku,,583,1.300 ,7,14,,null,null,null,null,null,null,null,null,null,null,null,,124,Kijiro,紀二郎,,TOI20,Hotoku,法徳,,34.308389,133.825722,
658,927,121,B_3,7,2,Utatsu,,宇田津・宇多津,Sanuki,salt,Takuma,タクマ・詫間,180,koku,,583,1.300 ,7,14,,null,null,null,null,null,null,null,null,null,null,null,,124,Kijiro,紀二郎,,TOI20,Hotoku,法徳,,34.308389,133.825722,
659,928,121,B_3,7,2,Utatsu,,宇田津・宇多津,Sanuki,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Yasutomi,null,null,null,null,null,null,null,null,null,安富殿国料,,5,Danjo,弾正,,TOI20,Hotoku,法徳,,34.308389,133.825722,
660,929,,null,7,2,Ushimado,,牛窓,Bizen,salt,Shima,嶋,60,koku,,584,0.180 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,318,Umashiro,馬四郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
661,930,,null,7,2,Hirayama,,平山,Bitchū,cereals,ble;froment,小麦,10,koku,サヌキ斗,585,0.600 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,289,Tarozaemon,太郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,34.354611,133.577972,
661,931,,null,7,2,Hirayama,,平山,Bitchū,salt,Takuma,タクマ・詫間,200,koku,,585,0.600 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,289,Tarozaemon,太郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,34.354611,133.577972,
662,932,,null,7,2,Hibi,,日比,Bizen,salt,Kojima,小嶋・小シマ,10,koku,,586,0.650 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,163,Mizuhahe?,水はへ,,TOI12,Emonkuro,衛門九郎,,34.459278,133.925417,
662,933,,null,7,2,Hibi,,日比,Bizen,cereals,orge,大麦,20,koku,サヌキ斗,586,0.650 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,163,Mizuhahe?,水はへ,,TOI12,Emonkuro,衛門九郎,,34.459278,133.925417,
662,934,,null,7,2,Hibi,,日比,Bizen,cereals,ble;froment,小麦,40,koku,サヌキ斗,586,0.650 ,7,9,,null,null,null,null,null,null,null,null,null,null,null,,163,Mizuhahe?,水はへ,,TOI12,Emonkuro,衛門九郎,,34.459278,133.925417,
663,935,,null,7,2,Shishikui,,宍唯・宍咋,Awa,wood/construction materials,bois brut,榑・クレ,60,kokume,,587,0.460 ,7,13,,null,null,null,null,null,null,null,null,null,null,null,,218,Sakonemon,左近衛門,,TOI25,Jirozaburo1,二郎三郎,,33.567444,134.304861,
664,936,122,B_1,7,2,Shiwaku,,塩飽,Sanuki,cereals,orge,大麦,55,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,20,Emonshiro,衛門四郎,,TOI8,Doyu,道祐,,34.38775,133.783972,
665,937,122,B_1,7,2,Tadatsu,,多田津・多々津,Sanuki,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Kagawa,null,null,null,null,null,null,null,null,null,香川殿国料,,228,Seisaburo,勢三郎,,TOI8,Doyu,道祐,,34.270889,133.751889,
666,938,123,B_3,7,2,Mitsunoshō,,三庄,Bingo,salt,Bingo,備後,60,koku,,588,0.380 ,7,6,,null,null,null,null,null,null,null,null,null,null,null,,165,Mori,森,,TOI18,Gorotaro,五郎太郎,,34.296306,133.194,
667,939,123,B_3,7,2,Onomichi,,尾道,Bingo,salt,Bingo,備後,200,koku,,589,1.145 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,150,Magokuro,孫九郎,,TOI20,Hotoku,法徳,,34.4105,133.20275,
668,940,123,B_3,7,2,Onomichi,,尾道,Bingo,rice,riz,米・コメ,20,koku,,590,2.745 ,7,15,,null,null,null,null,null,null,null,null,null,null,null,,91,Jiroshiro1,二郎四郎,,TOI51,Tayuzaburo,大夫三郎,,34.4105,133.20275,
668,941,123,B_3,7,2,Onomichi,,尾道,Bingo,salt,Bingo,備後,430,koku,,590,2.745 ,7,15,,null,null,null,null,null,null,null,null,null,null,null,,91,Jiroshiro1,二郎四郎,,TOI51,Tayuzaburo,大夫三郎,,34.4105,133.20275,
669,942,123,B_3,7,2,Tajima,,田嶋,Bingo,salt,Bingo,備後,230,koku,,591,1.300 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,286,Taroshiro,太郎四郎,,TOI33,Magokuro,孫九郎,,34.366167,133.303528,
670,943,123,B_3,7,2,Tajima,,田嶋,Bingo,salt,Bingo,備後,370,koku,,592,2.045 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,208,Saemonkuro,左衛門九郎,,TOI31,Magogoro,孫五郎,,34.366167,133.303528,
671,944,124,B_3,7,2,Setoda,,瀬戸田,Aki,salt,Bingo,備後,300,koku,,594,2.145 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,239,Shinemon,新衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
671,945,124,B_3,7,2,Setoda,,瀬戸田,Aki,metal,métal,カネ・金・カ子,20,da,,594,2.145 ,7,10,,null,null,null,null,null,null,null,null,null,null,null,,239,Shinemon,新衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
